reporting_year,section,subsection,question_index,upper_question_text,question_text,additional_question_info_1,additional_question_info_2,response_type,response
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.RepGB.Inc.Prev,"5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?",5.9a Do your reports on sexual harassment to governing body and management include any of the following?,NA,NA,Option,Prevalence of workplace sexual harassment
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.RepGB.Inc.UandC,"5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?",5.9a Do your reports on sexual harassment to governing body and management include any of the following?,NA,NA,Option,Use and context of non-disclosure agreements or confidentiality clauses
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.RepGB.N,"5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?","5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?",NA,NA,Option,No
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.RepGB.Y,"5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?","5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?",NA,NA,Option,Yes
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.RepGB.Y.An.CeoH,"5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?","5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?",NA,"CEO, HOBs",Option,Annually
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.RepGB.Y.An.GB,"5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?","5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?",NA,Governing body,Option,Annually
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.RepGB.Y.An.KMP,"5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?","5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?",NA,KMP,Option,Annually
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.RepGB.Y.Anu.AllM,"5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?","5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?",NA,All managers,Option,Annually
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.RepGB.Y.MTPY.AllM,"5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?","5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?",NA,All managers,Option,Multiple times per year
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.RepGB.Y.MTPY.CeoH,"5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?","5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?",NA,"CEO, HOBs",Option,Multiple times per year
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.RepGB.Y.MTPY.GB,"5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?","5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?",NA,Governing body,Option,Multiple times per year
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.RepGB.Y.MTPY.KMP,"5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?","5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?",NA,KMP,Option,Multiple times per year
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.RepGB.Y.Oth,"5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?","5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?",NA,NA,Option,Other
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.RepGB.Y.RAEM.AllM,"5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?","5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?",NA,All managers,Option,Regularly or at every meeting
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.RepGB.Y.RAEM.CeoH,"5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?","5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?",NA,"CEO, HOBs",Option,Regularly or at every meeting
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.RepGB.Y.RAEM.GB,"5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?","5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?",NA,Governing body,Option,Regularly or at every meeting
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.RepGB.Y.RAEM.KMP,"5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?","5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?",NA,KMP,Option,Regularly or at every meeting
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.SFW.CExC,"5.6 From the following list, what do you provide to support workers involved in and affected by sexual harassment?","5.6 From the following list, what do you provide to support workers involved in and affected by sexual harassment?",NA,NA,Option,Confidential external counselling (E.g. EAP)
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.SFW.InfPr,"5.6 From the following list, what do you provide to support workers involved in and affected by sexual harassment?","5.6 From the following list, what do you provide to support workers involved in and affected by sexual harassment?",NA,NA,Option,Information provided to all workers on external support services available
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.SFW.NoAb,"5.6 From the following list, what do you provide to support workers involved in and affected by sexual harassment?","5.6 From the following list, what do you provide to support workers involved in and affected by sexual harassment?",NA,NA,Option,None of the above
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.SFW.Oth,"5.6 From the following list, what do you provide to support workers involved in and affected by sexual harassment?","5.6 From the following list, what do you provide to support workers involved in and affected by sexual harassment?",NA,NA,Option,Other (Please specify)
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.SFW.ReAdj,"5.6 From the following list, what do you provide to support workers involved in and affected by sexual harassment?","5.6 From the following list, what do you provide to support workers involved in and affected by sexual harassment?",NA,NA,Option,Reasonable adjustments to work conditions
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.SFW.TrInSu,"5.6 From the following list, what do you provide to support workers involved in and affected by sexual harassment?","5.6 From the following list, what do you provide to support workers involved in and affected by sexual harassment?",NA,NA,Option,"Trained,  trauma-informed support staff/contact officers"
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.SFW.extsup,"5.6 From the following list, what do you provide to support workers involved in and affected by sexual harassment?","5.6 From the following list, what do you provide to support workers involved in and affected by sexual harassment?",NA,NA,Option,Union/worker representative support throughout the disclosure process and response
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.N,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?","5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",NA,NA,Option,No
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.N,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?","5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",NA,NA,Option,No
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.N.Otr,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?","5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",NA,NA,Option,Other
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.N.Otr,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?","5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",NA,NA,Option,Other
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.N.UnDev,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?","5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",NA,NA,Option,Currently under development
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.N.UnDev,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?","5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",NA,NA,Option,Currently under development
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.N.UnDev.EstCD,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?","5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",NA,NA,Date,NA
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.N.UnDev.EstCD,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?","5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",NA,NA,Date,NA
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.Y,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?","5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",NA,NA,Option,Yes
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.Y,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?","5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",NA,NA,Option,Yes
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.Y.Mdet.EMPIR,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",5.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Expectations and management of personal/intimate relationships
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.Y.Mdet.EMnM,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",5.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Expectations of manager and non-manager training on respectful workplace conduct and sexual harassment
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.Y.Mdet.ESRC,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",5.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,"Expectations of safety, respect and inclusive conduct in recruitment materials, contracts and performance management"
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.Y.Mdet.FRGBM,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",5.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,The frequency and nature of reporting to the governing body and management on sexual harassment
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.Y.Mdet.GHRCP,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",5.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Guidelines for human resources or other designated responding staff on confidentiality and privacy
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.Y.Mdet.IRRPE,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",5.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Inclusive and respectful behaviour is part of regular performance evaluation
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.Y.Mdet.Larprsh,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",5.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Leadership accountabilities and responsibilities for prevention and response to sexual harassment
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.Y.Mdet.PDIM,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",5.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,"Process to disclose, investigate and manage any sexual harassment"
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.Y.Mdet.PDRUIG,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",5.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,"Process for development and review of the policy, including consultation with employees, unions or industry groups"
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.Y.Mdet.PDSWP,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",5.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,"A statement on the positive duty of the employer to provide a safe workplace, free of sexual harassment"
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.Y.Mdet.PNDCA,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",5.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Processes relating to the use of non-disclosure or confidentiality agreements
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.Y.Mdet.PPAI,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",5.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Process for parties to agree on the investigator of an incident
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.Y.Mdet.RIACMR,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",5.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,"How risks will be identified and assessed, and how control measures will be monitored, implemented and reviewed"
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.Y.Mdet.SyMO,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",5.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,"A system for monitoring outcomes of sexual harassment and discrimination complaints, including employment outcomes for complainants and accused perpetrators"
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.Y.Mdet.othr,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",5.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Other
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.Y.Pol,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?","5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",NA,NA,Option,Policy
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.Y.Pol,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?","5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",NA,NA,Option,Policy
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.Y.Strat,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?","5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",NA,NA,Option,Strategy
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Sha.Y.Strat,"5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?","5.1 Do you have formal policies and/or formal strategies on the prevention and response to sexual harassment, harassment on the ground of sex or discrimination?",NA,NA,Option,Strategy
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.Mgrs.N.Dev.Est,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?","5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",NA,NA,Date,NA
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.N,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?","5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",NA,NA,Option,No
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.N.Dev,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?","5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",NA,NA,Option,Currently under development
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.N.PD.Oth,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?","5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",NA,NA,Option,Other
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.TDG.ByT,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",5.3a Does the training program delivered to the above groups include any of the following?,NA,NA,Option,Bystander training
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.TDG.Dfi,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",5.3a Does the training program delivered to the above groups include any of the following?,NA,NA,Option,"Different forms of inappropriate workplace behaviour (e.g. sexual harassment, harassment on the grounds of sex and discrimination) and its impact"
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.TDG.Iwr,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",5.3a Does the training program delivered to the above groups include any of the following?,NA,NA,Option,"Information on worker rights, external authorities and relevant legislation relating to workplace sexual harassment"
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.TDG.Oro,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",5.3a Does the training program delivered to the above groups include any of the following?,NA,NA,Option,Options for reporting occurrences of sexual harassment as well as the risk of sexual harassment occurring
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.TDG.dend,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",5.3a Does the training program delivered to the above groups include any of the following?,NA,NA,Option,"Diverse experiences and needs of different people, including women, LGBTIQ+ workers, CALD workers and workers with a disability"
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.TDG.otr,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",5.3a Does the training program delivered to the above groups include any of the following?,NA,NA,Option,Other
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.TDG.rwc,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",5.3a Does the training program delivered to the above groups include any of the following?,NA,NA,Option,The respectful workplace conduct and behaviours expected of workers and leaders
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.TDG.scvt,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",5.3a Does the training program delivered to the above groups include any of the following?,NA,NA,Option,"Self-care and vicarious trauma training for employees, witnesses and responding staff"
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.TDG.tdcf,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",5.3a Does the training program delivered to the above groups include any of the following?,NA,NA,Option,The drivers and contributing factors of sexual harassment
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.TDG.timr,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",5.3a Does the training program delivered to the above groups include any of the following?,NA,NA,Option,Trauma-informed management and response to disclosures
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.Y,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?","5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",NA,NA,Option,Yes
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.Y.AGB,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?","5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",NA,The Governing Body,Option,Annually
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.Y.AIGB,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?","5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",NA,The Governing Body,Option,At induction
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.Y.AIam,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?","5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",NA,All Managers,Option,At induction
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.Y.AIanm,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?","5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",NA,All Non-Managers,Option,At induction
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.Y.Aam,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?","5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",NA,All Managers,Option,Annually
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.Y.Aanm,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?","5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",NA,All Non-Managers,Option,Annually
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.Y.MTGB,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?","5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",NA,The Governing Body,Option,Multiple times a year
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.Y.MTam,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?","5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",NA,All Managers,Option,Multiple times a year
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.Y.MTanm,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?","5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",NA,All Non-Managers,Option,Multiple times a year
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.Y.PAM,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?","5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",NA,All Managers,Option,At promotion
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.Y.PGB,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?","5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",NA,The Governing Body,Option,At promotion
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Trn.Y.Panm,"5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?","5.3 Do you provide training on the prevention of sexual harassment, harassment on the ground of sex or discrimination to the following groups?",NA,All Non-Managers,Option,At promotion
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.WHS.ACT.ConMes,5.5 Does your workplace health and safety risk management process include any of the following?,5.5a What actions/responses have been put in place as part of your workplace sexual harassment risk management process?,NA,NA,Option,Change or develop new control measures
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.WHS.ACT.NoA,5.5 Does your workplace health and safety risk management process include any of the following?,5.5a What actions/responses have been put in place as part of your workplace sexual harassment risk management process?,NA,NA,Option,None of the above
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.WHS.ACT.TmpOC,5.5 Does your workplace health and safety risk management process include any of the following?,5.5a What actions/responses have been put in place as part of your workplace sexual harassment risk management process?,NA,NA,Option,Implement other changes
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.WHS.ACT.TrainCON,5.5 Does your workplace health and safety risk management process include any of the following?,5.5a What actions/responses have been put in place as part of your workplace sexual harassment risk management process?,NA,NA,Option,Train identified contact officers
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.WHS.ACT.TrainPplM,5.5 Does your workplace health and safety risk management process include any of the following?,5.5a What actions/responses have been put in place as part of your workplace sexual harassment risk management process?,NA,NA,Option,Train people managers in prevention of sexual harassment
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.WHS.ACT.TrainSoMit,5.5 Does your workplace health and safety risk management process include any of the following?,5.5a What actions/responses have been put in place as part of your workplace sexual harassment risk management process?,NA,NA,Option,Train staff on mitigation and control measures
